Formula,Avg Voltage (V),Capacity (mAh/g),Energy Density (Wh/L),Gravimetric Energy (Wh/kg),Stability Charge (eV),Stability Discharge (eV),capacity_score,energy_score,voltage_score,stability_score,Overall Score,Rank,Supply Chain Score,Recyclability Score,CathodeAI Score,CathodeAI Rank,Solid State Score,SS Compatibility,CathodeAI Final Score,Final Rank,Cost per kWh ($/kWh),Cost Score,CathodeAI Economic Score,Economic Rank,Thermal Safety Score,Onset Temp (°C),CathodeAI Safety Score,Safety Rank,Estimated Cycles,Cycle Life Category,Cycle Life Score,CathodeAI Complete Score
Li1-2CrP2O7,4.398,111.76,1369.56,491.48,0.2043,0.0288,0.10046113603063454,0.14243786361925048,1.0,0.9704060127466165,0.5134075450054262,295,0.65,0.42500000000000004,0.6514122296059395,267,0.55,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6311297836847517,470,12.0,0.7333333333333334,0.661792132152729,514,0.85,500,0.664180671096897,412,468,Poor (<500),0.18825422365245373,0.6353271593189257
Li0.5-1CrPO4,2.922,87.07,742.76,254.45,0.0879,0.0412,0.07826727911763912,0.07724900521469266,0.4,0.9836096793032527,0.3102829732393054,794,0.65,0.42500000000000004,0.5000157371392113,778,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6000125897113691,471,12.0,0.7333333333333334,0.6161717302831622,712,0.85,500,0.6408427756168601,511,867,Moderate (500-1000),0.3487530168946098,0.6351538527476694
Li0.5-1CrPO4,2.95,87.07,825.68,256.88,0.1004,0.0507,0.07826727911763912,0.0858729046066932,0.4,0.980816595993195,0.312451180560397,789,0.65,0.42500000000000004,0.5016317847719511,774,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6013054278175609,472,12.0,0.7333333333333334,0.6173029636260801,707,0.85,500,0.641812404196504,505,816,Moderate (500-1000),0.32823813354786807,0.6349361323967023
Li1-2Mn(PO3)4,4.913,69.67,940.4,342.27,0.0552,0.0062,0.06262640790313447,0.09780408813600218,0.7,0.9922047583982937,0.4038285421763283,666,0.7,0.44999999999999996,0.5884888183978222,520,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6007910547182578,473,8.0,0.8222222222222222,0.634620744307047,650,0.8,450,0.6478155132609156,480,855,Moderate (500-1000),0.34392598551890585,0.6349129306970787
Li0-1V(CO3)2,4.034,150.65,1848.87,607.76,0.0752,0.0,0.13541938209569696,0.19228737179073835,1.0,0.9904527334128939,0.5401089670730798,217,0.5,0.6,0.6775638181226208,161,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ V associated with volume change during cycling']",0.7420510544980967,474,35.0,0.2222222222222222,0.7375089584001203,173,0.6,280,0.6637605130957946,417,535,Moderate (500-1000),0.21520514883346742,0.6342643887252062
Li0-1V2P2O9,4.139,85.15,1073.79,352.38,0.0356,0.0107,0.07654138988017654,0.11167700106290704,1.0,0.9941218292156514,0.501756722171264,344,0.55,0.5,0.6364784268729329,330,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ V associated with volume change during cycling']",0.7091827414983465,475,35.0,0.2222222222222222,0.7039277559539102,314,0.75,430,0.656609278345982,450,743,Moderate (500-1000),0.29887369267900243,0.6341551202926388
Li3-5V2P5O18,4.263,92.51,1172.46,394.33,0.0758,0.0204,0.08315729862378311,0.12193894212668771,1.0,0.9877866084351116,0.5055389985592188,322,0.55,0.5,0.639297501757361,319,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ V associated with volume change during cycling']",0.7114380014058888,476,35.0,0.2222222222222222,0.713043965515867,268,0.75,430,0.6583007232766389,446,661,Moderate (500-1000),0.26588897827835883,0.6339154220148207
Li0-1Mn(PO3)3,4.989,89.7,1142.16,447.54,0.1179,0.0528,0.08063138781270507,0.11878766195812022,0.7,0.9783282126805982,0.41254337744270203,642,0.7,0.44999999999999996,0.5949843175896851,493,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.605987454071748,477,8.0,0.8222222222222222,0.6391675937413509,634,0.8,450,0.6517128127760332,468,642,Moderate (500-1000),0.2582461786001609,0.6338766899470729
Li0-2Cr3(CuO6)2,4.588,109.63,1532.62,502.92,0.0704,0.0222,0.09854647765782447,0.15939653504785162,0.7,0.9882436584313028,0.43069212869350704,567,0.65,0.7,0.6585112742652501,234,0.55,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6368090194122001,478,12.0,0.7333333333333334,0.670065034842818,483,0.75,400,0.6584400978924834,444,366,Poor (<500),0.14722445695897024,0.633700193313907
Li0-2V4CrCuO12,2.593,102.07,908.35,264.64,0.0328,0.099,0.09175078878531555,0.09447080333723691,0.4,0.9832668918061093,0.31876897196841636,783,0.55,0.7000000000000001,0.5500906757298205,680,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6300725405838564,479,12.0,0.7333333333333334,0.6302420444394458,669,0.75,400,0.6483877387712258,479,441,Poor (<500),0.17739340305711987,0.6334983413510996
Li0.33-1CuCO3,2.919,136.92,1414.64,399.71,0.1106,0.1263,0.12307747624655045,0.14712630289314563,0.4,0.9699235710839702,0.3403957955921768,765,0.5,0.675,0.5474599724321607,685,1.0,['✅ Voltage within sulfide electrolyte window'],0.6379679779457286,480,12.0,0.7333333333333334,0.6518826949882268,574,0.75,400,0.6518093167926298,467,315,Poor (<500),0.12670957361222848,0.6327737982300253
Li0-1Cr4(PO4)3,2.641,53.62,452.1,141.61,0.0412,0.0281,0.04819905255872068,0.04701959617852679,0.4,0.9912017875733184,0.294835910129236,812,0.65,0.42500000000000004,0.48850245170336837,795,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.5908019613626947,481,12.0,0.7333333333333334,0.5902552876209293,775,0.85,500,0.6339348043553543,524,1007,Good (1000-2000),0.40506838294448916,0.632212978332242
Li0-3Cr2(PO4)3,4.668,196.24,2704.32,916.05,0.0616,0.0,0.1764002624789882,0.28125643516371057,0.7,0.9921793667318386,0.487303901178636,394,0.65,0.42500000000000004,0.6319561880171987,342,0.55,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6155649504137589,482,12.0,0.7333333333333334,0.6481729030406105,596,0.85,500,0.6525070461436525,463,769,Moderate (500-1000),0.30933226065969427,0.6316530403749174
Li0-3V5O12,3.374,171.98,2262.8,580.19,0.0707,0.0689,0.15459293284313283,0.23533718697803677,0.7,0.9822766168143615,0.46659088182634845,454,0.55,0.7,0.6602679844996919,222,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7282143875997535,483,35.0,0.2222222222222222,0.7291518748640701,209,0.6,280,0.6558830129220374,451,504,Moderate (500-1000),0.20273531777956558,0.6312429803610465
Li0-4V2(PO4)3,3.163,258.6,2303.95,818.03,0.0162,0.0306,0.2324557066707417,0.23961689585383053,0.7,0.9940583500495137,0.48910774793126166,382,0.55,0.5,0.6270506638180362,368,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7016405310544289,484,35.0,0.2222222222222222,0.7044711789583397,311,0.75,430,0.650952620513044,474,824,Moderate (500-1000),0.33145615446500404,0.6310703618544905
Li1-2Mn(PO3)4,4.765,69.67,909.27,331.93,0.0915,0.0484,0.06262640790313447,0.09456648577139803,0.7,0.9822385293146789,0.40136232710440484,677,0.7,0.44999999999999996,0.5866506542194987,526,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.5993205233755989,485,8.0,0.8222222222222222,0.6333340293822205,659,0.8,450,0.6467126147539215,485,702,Moderate (500-1000),0.2823813354786806,0.6309166161059055
Li0-1Mo2P3O11,2.719,57.3,564.05,155.8,0.0,0.0284,0.051507006930523964,0.05866269237889412,0.4,0.9963943833633802,0.29993471695080626,809,0.6,0.475,0.4923027869451332,790,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.5938422295561065,486,20.0,0.5555555555555556,0.5679155222901646,789,0.97,570,0.6279372277226354,537,1226,Good (1000-2000),0.49316170555108607,0.6302400343056764
Li0-1TiV2CrO10,3.861,72.7,809.6,280.68,0.0982,0.111,0.06535007685600511,0.08420054206179006,1.0,0.9734403168879974,0.4876137293657379,392,0.55,0.5499999999999999,0.6384371147848797,322,0.8000000000000003,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6707496918279039,487,35.0,0.2222222222222222,0.6694059803494159,488,0.9,500,0.6427844910931502,498,1163,Good (1000-2000),0.4678197908286404,0.6298317691560942
Li1-4TiV3O8,2.508,225.57,2202.68,565.83,0.1026,0.0202,0.20276501838251818,0.22908454791089886,0.4,0.9844095167965874,0.3870780464883873,716,0.55,0.55,0.563504034936207,627,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.6508032279489657,488,35.0,0.2222222222222222,0.6612385387410592,519,0.9,500,0.6278246431839465,541,1508,Good (1000-2000),0.6065969428801288,0.6293040868343323
Li0-1.29V2O5,3.275,180.6,1836.31,591.44,0.026,0.0556,0.16234145639882422,0.19098109855914736,0.7,0.9896402000863317,0.4563257236804,477,0.55,0.7,0.6526169705214211,263,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.722093576417137,489,35.0,0.2222222222222222,0.7237961650792805,231,0.6,280,0.651292404535075,470,585,Moderate (500-1000),0.23531777956556718,0.6290465964612111
Li0-6VCr3(PO4)6,4.077,196.49,2346.64,801.02,0.0474,0.0437,0.17662498764011614,0.24405676880419838,1.0,0.9884340959297159,0.5656383919407459,87,0.55,0.5166666666666667,0.6882585390815461,134,0.7999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.7106068312652369,490,35.0,0.2222222222222222,0.7213047868808918,239,0.75,430,0.65767734567115,448,669,Moderate (500-1000),0.26910699919549474,0.6289735083894368
Li0-1V(PO3)4,4.285,71.71,731.44,307.24,0.0125,0.0382,0.06446016521793846,0.07607169526392753,1.0,0.9935632125536399,0.4879710317667088,390,0.55,0.5,0.6262034258952817,372,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ V associated with volume change during cycling']",0.7009627407162253,491,35.0,0.2222222222222222,0.6860209695552686,393,0.75,430,0.6504442777593913,475,735,Moderate (500-1000),0.29565567176186647,0.6288567187579566
Li0-2V3O7,3.258,192.33,1881.55,626.6,0.0822,0.0698,0.17288556095894722,0.19568617825637485,0.7,0.9807023334941473,0.4590325937407713,469,0.55,0.7,0.6546345040435362,249,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7237076032348291,492,35.0,0.2222222222222222,0.7252084385447611,227,0.6,280,0.652502924648344,464,487,Poor (<500),0.19589702333065165,0.628084325410523
Li0.5-1CuCO3,2.947,102.69,990.54,302.68,0.0658,0.079,0.09230810718491285,0.1030187807977835,0.4,0.9816164334865297,0.3212251260585427,776,0.5,0.675,0.5331713410745877,722,1.0,['✅ Voltage within sulfide electrolyte window'],0.6265370728596702,493,12.0,0.7333333333333334,0.6383092244664972,637,0.75,400,0.643236137978086,497,426,Poor (<500),0.17135961383748993,0.6278619845625016
Li0-1Mo2(PO4)3,2.82,55.41,487.17,156.23,0.0113,0.0518,0.049808084712396734,0.050666968967690545,0.4,0.9919889292334256,0.2964504512534202,810,0.6,0.475,0.4897058307973867,793,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.5917646646379093,494,20.0,0.5555555555555556,0.5196690815581707,811,0.97,570,0.6263790540339875,544,1135,Good (1000-2000),0.4565567176186645,0.627111306835182
Li0.5-1.5VP2HO8,4.202,106.23,1300.41,446.36,0.0546,0.0643,0.0954902154664845,0.135246080660292,1.0,0.9849046542924612,0.5121820762085778,298,0.5,0.5,0.631748840960454,344,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ V associated with volume change during cycling']",0.7053990727683632,495,35.0,0.2222222222222222,0.7065099029580321,292,0.75,430,0.6512715267984948,471,624,Moderate (500-1000),0.251005631536605,0.6256469242792796
Li0.5-1.5VP2HO8,4.149,106.23,1283.8,440.79,0.0521,0.0658,0.0954902154664845,0.13351859671310037,1.0,0.9850316126247366,0.5116828747742617,302,0.5,0.5,0.6313767670871029,347,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ V associated with volume change during cycling']",0.7051014136696823,496,35.0,0.2222222222222222,0.7062494512466863,295,0.75,430,0.6510482824744839,473,625,Moderate (500-1000),0.251407884151247,0.625480999973336
Li0-8TiMn7(PO4)12,4.79,131.73,1881.48,630.98,0.066,0.0116,0.11841218190153441,0.19567889807116695,0.7,0.990148033415433,0.4468289199090486,512,0.7,0.43333333333333335,0.6163719737043143,408,0.5,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.5930975789634513,497,8.0,0.8222222222222222,0.6312222863549246,663,0.8,450,0.6420454064448107,502,823,Moderate (500-1000),0.33105390185036204,0.6252942375002308
Li0.5-1.5VP2HO8,4.11,106.23,1288.61,436.6,0.0543,0.0708,0.0954902154664845,0.13401884943952974,1.0,0.984117512632354,0.5116958355933332,301,0.5,0.5,0.6313864272800074,346,1.0,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ V associated with volume change during cycling']",0.7051091418240059,498,35.0,0.2222222222222222,0.7062562133817195,294,0.75,430,0.6510540785902268,472,614,Moderate (500-1000),0.24698310539018503,0.6252645911317353
Li0-3V5O12,3.11,171.98,1630.43,534.89,0.0322,0.0758,0.15459293284313283,0.16956903383622082,0.7,0.9862885001142625,0.44746221837878875,506,0.55,0.7,0.6460106618805872,288,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7168085295044699,499,35.0,0.2222222222222222,0.7156003204592682,259,0.6,280,0.6473286193505745,483,548,Moderate (500-1000),0.22043443282381336,0.6249992748037064
Li1-3P2WO8,2.749,135.84,1639.53,373.48,0.0515,0.0522,0.12210666355047776,0.17051545791324932,0.4,0.9868344209430465,0.3497064664030512,758,0.5,0.44999999999999996,0.49814957058625187,782,1.0,['✅ Voltage within sulfide electrolyte window'],0.5985196564690016,500,20.0,0.5555555555555556,0.6045975565532336,748,1.0,600,0.6294452979073067,531,1030,Good (1000-2000),0.414320193081255,0.6240963505027443
Li0-1V2O5,3.498,141.94,1554.66,496.51,0.0129,0.0254,0.1275899574819995,0.16168875336188554,0.7,0.9951374958738542,0.43967473976014365,535,0.55,0.7,0.6402063569765994,313,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7121650855812796,501,35.0,0.2222222222222222,0.7115373070264769,273,0.6,280,0.6438460364081819,494,646,Moderate (500-1000),0.2598551890587289,0.6240681601634583
Li0-1Mo(PO4)2,4.514,91.53,1236.18,413.17,0.021,0.0,0.08227637599216159,0.1285659907188039,0.7,0.9973338750222177,0.4187389724670142,609,0.6,0.475,0.5808521309210293,549,0.7000000000000001,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.6046817047368235,502,20.0,0.5555555555555556,0.6099000630732918,737,0.97,570,0.6360668341081731,518,934,Moderate (500-1000),0.37570394207562346,0.6236418181198513
Li0-7Cr4P9O32,4.786,179.13,2490.49,857.4,0.1087,0.0503,0.16102007245139194,0.2590175494064569,0.7,0.9798136251682198,0.47493232671001795,438,0.65,0.42500000000000004,0.6227351815946163,387,0.55,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6081881452756931,503,12.0,0.7333333333333334,0.6452896271162314,611,0.85,500,0.6469744422901031,484,598,Moderate (500-1000),0.24054706355591313,0.6236032773084372
Li0-2MoP4O13,4.889,121.35,1549.88,593.26,0.1075,0.0492,0.10908159321150232,0.161191620714831,0.7,0.980105629332453,0.4326437289171928,560,0.6,0.475,0.5912158763648105,506,0.7000000000000001,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.6129727010918484,504,20.0,0.5555555555555556,0.6350118277410817,646,0.97,570,0.6422850813744418,500,669,Moderate (500-1000),0.26910699919549474,0.6234938436977355
Li1-4.75V3O8,2.756,320.3,3156.53,882.59,0.003,0.0605,0.2879178764371174,0.32828747163327837,0.4,0.9919381459005154,0.43925643248434015,536,0.55,0.7,0.639894576605671,316,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7119156612845368,505,35.0,0.2222222222222222,0.718461917909684,249,0.6,280,0.6436589681856248,496,611,Moderate (500-1000),0.24577634754625904,0.6232083279023707
Li0-1VO2,2.949,298.19,3469.1,879.26,0.1381,0.0,0.26804318318696235,0.3607955786395206,0.4,0.9824670543127746,0.4426195275355129,522,0.55,0.7,0.6424012196481779,303,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7139209757185425,506,35.0,0.2222222222222222,0.7202165680394389,244,0.6,280,0.645162954011129,490,506,Moderate (500-1000),0.20353982300884957,0.6223498231967536
Li4.5-5Cu(HO2)2,2.855,81.58,572.02,232.94,0.0737,0.0391,0.07333231457926954,0.059491593466137783,0.4,0.9856791001193408,0.30403242170255984,803,0.5,0.675,0.5203569626225792,748,1.0,['✅ Voltage within sulfide electrolyte window'],0.6162855700980634,507,12.0,0.7333333333333334,0.6186248738358056,701,0.75,400,0.6355475109068809,520,464,Poor (<500),0.18664521319388577,0.6222190753043172
Li0-1V2O5,3.204,141.94,1401.44,454.74,0.0,0.0509,0.1275899574819995,0.14575346796822514,0.7,0.9935378208871848,0.4346542028940451,553,0.55,0.7,0.6364643593186186,331,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7091714874548949,508,35.0,0.2222222222222222,0.7053464800944617,307,0.6,280,0.6416008378133933,507,628,Moderate (500-1000),0.252614641995173,0.6218351339812901
Li0-2VP2O7,3.075,224.5,1938.11,690.4,0.0676,0.0436,0.2018031946928906,0.2015685679043675,0.7,0.9858822334509814,0.4688037040621801,449,0.55,0.5,0.6119172853304305,432,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6895338282643444,509,35.0,0.2222222222222222,0.6974492425884442,340,0.75,430,0.6418725934204805,504,707,Moderate (500-1000),0.2843925985518906,0.6211504948150322
Li0-1V2O5,3.205,141.94,1357.53,454.97,0.0113,0.0606,0.1275899574819995,0.14118671178994793,0.7,0.9908716959094025,0.4328842572938946,559,0.55,0.7,0.6351451513400376,334,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7081161210720301,510,35.0,0.2222222222222222,0.704423034509455,313,0.6,280,0.6408093130262447,512,599,Moderate (500-1000),0.24094931617055512,0.6205922637007689
Li0-1V2O5,3.113,141.94,1371.03,441.82,0.009,0.0701,0.1275899574819995,0.14259074750861664,0.7,0.98995759591702,0.43316835301063783,557,0.55,0.7,0.6353568987158758,333,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7082855189727006,511,35.0,0.2222222222222222,0.7045712576725417,310,0.6,280,0.6409363614517478,510,589,Moderate (500-1000),0.23692679002413516,0.6204970110813668
Li0-1V3Zn2O8,3.595,64.03,1060.59,230.16,0.0462,0.0,0.05755660826808813,0.11030416613798655,1.0,0.994134525048879,0.4966005806657498,363,0.5,0.6,0.6451353579039272,291,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7161082863231418,512,35.0,0.2222222222222222,0.7076661791041776,286,0.6,280,0.6443034369645786,493,635,Moderate (500-1000),0.25543041029766694,0.6200614216890693
Li3-4Cu3TeO8,2.709,56.54,770.56,153.17,0.0736,0.117,0.05082384244069503,0.08014027876869187,0.4,0.9758017418683188,0.30311830552102914,805,0.5,0.675,0.5196756369592805,749,1.0,['✅ Voltage within sulfide electrolyte window'],0.6157405095674244,513,12.0,0.7333333333333334,0.628862231585782,674,0.75,400,0.6351387155089017,522,371,Poor (<500),0.14923572003218022,0.6200079378145825
Li1.5-2VCO5,3.969,85.45,1067.21,339.17,0.0715,0.0375,0.07681106007353007,0.11099266365336335,1.0,0.9861615417819871,0.5004247953816896,348,0.5,0.6,0.6479856910241346,280,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7183885528193077,514,35.0,0.2222222222222222,0.7132328408597515,267,0.6,280,0.6460136368367031,487,547,Moderate (500-1000),0.22003218020917137,0.6197166767447482
Li2-3V(CO3)3,3.534,106.44,883.45,376.16,0.0629,0.048,0.09567898460183195,0.0918811374561369,1.0,0.985920320950664,0.4993721355298987,352,0.5,0.6,0.6472011034779996,282,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7177608827823998,515,35.0,0.2222222222222222,0.7019693438631712,321,0.6,280,0.6455428843090221,489,544,Moderate (500-1000),0.21882542236524538,0.6192640450794843
Li0-2V(CO3)2,3.043,289.99,2413.38,882.35,0.0782,0.0503,0.2606721979019659,0.25099790538671307,0.7,0.9836858543026179,0.49802029923689806,357,0.5,0.6,0.6461935283167574,286,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7169548226534059,516,35.0,0.2222222222222222,0.7191211841074445,247,0.6,280,0.6449383392122767,492,520,Moderate (500-1000),0.20917135961383748,0.6182775543612928
Li0-3Cr3(PO4)4,4.876,144.43,2050.07,704.29,0.0933,0.0183,0.1298282200868338,0.21321270413119311,0.7,0.9858314501180713,0.45429558377877705,481,0.65,0.42500000000000004,0.6073538298036336,446,0.55,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.595883063842907,517,12.0,0.7333333333333334,0.6273798237196864,679,0.85,500,0.6377456312155135,515,681,Moderate (500-1000),0.2739340305711987,0.6175819497637101
Li0-1CsMnP3HO10,2.612,59.73,442.37,156.05,0.0,0.0487,0.053691335496687545,0.04600765043462706,0.4,0.9938171292181905,0.2962976983872886,811,0.5,0.475,0.46459197825879184,805,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.5716735826070336,518,8.0,0.8222222222222222,0.5853036704954401,778,0.8,450,0.6159774091774972,564,1173,Good (1000-2000),0.47184231697506035,0.6174853272003712
Li0-1CoO2,3.79,273.84,5110.51,1037.78,0.0081,0.0,0.2461549524931009,0.5315065615269253,1.0,0.9989716375085697,0.6708364522076382,1,0.050000000000000044,0.95,0.75,20,1.0,['✅ Voltage within sulfide electrolyte window'],0.8,519,45.0,0.0,0.7928571428571429,28,0.45,250,0.6475000000000001,482,983,Moderate (500-1000),0.39541432019308126,0.6172707160096541
Li0-3Bi2(PO4)3,4.486,111.1,2095.02,498.45,0.0717,0.0385,0.09986786160525676,0.2178876230611307,1.0,0.9860091917832567,0.5382346310871419,221,0.5,0.4,0.6261668040070568,373,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.6609334432056456,520,20.0,0.5555555555555556,0.6772453342335111,437,0.65,300,0.6412556379597896,508,760,Moderate (500-1000),0.3057119871279163,0.6164245569154798
Li0-6V3Cr(PO4)6,3.495,197.0,1989.14,688.41,0.0232,0.0444,0.17708342696881713,0.20687582292093512,0.7,0.9914176167381865,0.46504624612921275,460,0.55,0.5166666666666667,0.6132833752539865,425,0.9500000000000001,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling', '⚠️ Cr associated with volume change during cycling']",0.6806267002031892,521,35.0,0.2222222222222222,0.6841793150587429,399,0.75,430,0.6351922473746141,521,786,Moderate (500-1000),0.3161705551086082,0.6163391042713126
Li1-3Cr2(PO4)3,4.746,130.83,2093.05,620.9,0.1018,0.0348,0.11760317132147384,0.2176827378488509,0.7,0.9826574918111876,0.45210423795670185,488,0.65,0.42500000000000004,0.6057205361633851,458,0.55,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.5945764289307082,522,12.0,0.7333333333333334,0.6298079467429409,670,0.85,500,0.6367656550313644,516,637,Moderate (500-1000),0.25623491552695093,0.6158803471913735
Li4-5V(CO3)4,3.531,82.29,698.62,290.56,0.0629,0.0522,0.07397053403687291,0.07265832842787522,1.0,0.9853870959551075,0.48809819643084684,388,0.5,0.6,0.63879820657075,320,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7110385652566,523,35.0,0.2222222222222222,0.6889444588852393,384,0.6,280,0.6405011461646724,513,538,Moderate (500-1000),0.2164119066773934,0.6149419208414669
Li1-1.5VP2HO8,3.921,53.11,606.29,208.27,0.0482,0.0636,0.047740613230019685,0.06305576413863968,1.0,0.9858060584516162,0.47872279131683926,421,0.5,0.5,0.6068103594709433,452,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.6854482875767547,524,35.0,0.2222222222222222,0.6783386802010889,428,0.75,430,0.6363084379047883,517,706,Moderate (500-1000),0.2839903459372486,0.6148269192545562
Li1-3Cr2(PO4)3,4.779,130.83,2034.74,625.23,0.1087,0.0377,0.11760317132147384,0.21161834357066045,0.7,0.9814133001548891,0.4500982909247999,491,0.65,0.42500000000000004,0.6042254273143499,462,0.55,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.59338034185148,525,12.0,0.7333333333333334,0.6287613705486164,675,0.85,500,0.6358685897219433,519,620,Moderate (500-1000),0.249396621078037,0.6147908780444102
Li0-2Ti3VO8,2.73,159.33,1616.85,435.06,0.1144,0.0365,0.14322183969005906,0.16815667790588593,0.4,0.9808419876596501,0.35337876144322805,754,0.55,0.55,0.5383866721764322,706,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.6307093377411459,526,35.0,0.2222222222222222,0.6436563848092168,616,0.9,500,0.6127542255280816,573,1396,Good (1000-2000),0.5615446500402252,0.6144927908124496
